row_id,candidate_id,block_id,x,y,h,p_star,E_theta,E_theta_sign,E_theta_normalized,Q_R2Q,scale_used,R_R2Q_rec,delta_D_raw,delta_D_available,Q_delta_D_prim,Q_delta_D_ep_col,Q_delta_D_best,bridge_exc_raw,Q_exc_prim,Q_exc_best,Q_R2Q_formula,formula_residual,formula_residual_abs,formula_residual_frac,route_A_alpha,neg_E_theta_norm,sign_consistent,neg_transfer_antecedent,neg_transfer_consequent,neg_transfer_prim_pass,neg_transfer_prim_violation,pos_harm_antecedent,pos_harm_consequent,pos_harm_prim_pass,pos_harm_prim_violation,primitive_full_available,primitive_partial_available,channel,near_forbidden_flag,forbidden_flag,post_P0_flag,finite_zone_flag
rawr2q_00000,cand_00000,1,180530237,179845447,684790,180530237,-3089.9881332697114,negative,-0.010331169902637048,1.8193520399038576,299093.72920882725,544156.7863585319,-541095.7142812033,True,1.8091175489119342,1.8091175489119344,1.8091175489119342,667.0135370697717,0.0022301154184481845,0.0022301154184481845,1.8113476643303823,0.00800437557347533,0.00800437557347533,0.004399574902446211,176.10319615781995,0.010331169902637048,1.0,True,True,1.0,False,False,False,1.0,False,True,True,negative_transferred_repaid,True,True,False,True
rawr2q_00001,cand_00001,2,24181,24178,3,24317,17.186562246627208,positive,0.09729210064860783,0.1157979799474991,176.64910236341098,20.45560921322198,,False,,,,,,,,,,,,-0.09729210064860783,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True
rawr2q_00002,cand_00002,3,30974597,30910184,64413,30974597,-1027.9446158131832,negative,-0.013613547920681797,0.6812241515207513,75508.94313535435,51438.51571961043,-50165.02240775837,True,0.6643586881865706,0.6643586881865706,0.6643586881865706,169.26185381026153,0.0022416133345536226,0.0022416133345536226,0.6666003015211243,0.01462384999962707,0.01462384999962707,0.021467016351344965,50.04016260050996,0.013613547920681797,1.0,False,True,1.0,False,False,False,1.0,False,True,True,negative_transferred_repaid,False,False,False,True
rawr2q_00003,cand_00003,4,59921,59920,1,59921,10.0007823069704,positive,0.08263933860430703,0.0921982535693211,121.017211365353,11.157575539714944,,False,,,,,,,,,,,,-0.08263933860430703,,False,False,,False,True,False,,True,False,False,positive_harmless,False,False,False,True
rawr2q_00004,cand_00004,5,356077,355293,784,356077,-4.315460261267276,negative,-0.0009432138140128665,0.1566810093663226,4575.2725385852,716.8583194715462,-618.4840667387305,True,0.13517972132212755,0.1351797213221275,0.13517972132212755,58.86631372712248,0.012866187364944508,0.012866187364944508,0.14804590868707207,0.008635100679250524,0.008635100679250524,0.05511261839692088,166.11398925523508,0.0009432138140128665,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True
rawr2q_00005,cand_00005,6,3448507,3446024,2483,3448507,-285.247239607314,negative,-0.025261602073224653,0.1786966438467436,11291.73196460307,2017.7946052915652,-1687.5380821821711,True,0.14944900281659243,0.1494490028165924,0.14944900281659243,86.25508396793089,0.007638782450585998,0.007638782450585998,0.15708778526717843,0.021608858579565182,0.021608858579565182,0.12092481489522368,7.073844458825842,0.025261602073224653,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True
rawr2q_00006,cand_00006,7,30774449,30670319,104130,30774449,-928.3530182520336,negative,-0.009676985677603223,0.862526348366495,95934.11101151556,82745.69845454847,-81816.70719328354,True,0.8528427097579773,0.8528427097579773,0.8528427097579773,363.3590972929378,0.003787590185198272,0.003787590185198272,0.8566302999431755,0.005896048423319478,0.005896048423319478,0.006835789346593033,89.1317169521867,0.009676985677603223,1.0,True,True,1.0,False,False,False,1.0,False,True,True,negative_transferred_repaid,True,False,False,True
rawr2q_00007,cand_00007,8,3452747,3451296,1451,3452747,-246.6432758578178,negative,-0.028568831384367565,0.1383470038914393,8633.299435299174,1194.3911105712957,-906.2861454643348,True,0.10497564138210953,0.1049756413821095,0.10497564138210953,65.98354433162308,0.007642911592042622,0.007642911592042622,0.11261855297415216,0.02572845091728715,0.02572845091728715,0.1859704235985929,4.842585334699434,0.028568831384367565,1.0,False,True,1.0,False,False,True,1.0,False,True,True,negative_transferred_repaid,False,False,False,True
rawr2q_00008,cand_00008,9,12883477,12871995,11482,12883477,-480.68150179983786,negative,-0.01673686130636162,0.3212949859833325,28719.93099549272,9227.569826639108,-8643.103225239702,True,0.3009444286825112,0.3009444286825112,0.3009444286825112,112.55777793578729,0.00391915210219175,0.00391915210219175,0.30486358078470294,0.016431405198629567,0.016431405198629567,0.051141181516856794,19.196848208403896,0.01673686130636162,1.0,False,True,1.0,False,False,False,1.0,False,True,True,negative_transferred_repaid,False,False,False,True
rawr2q_00009,cand_00009,10,178298621,178254856,43765,178298621,-1758.548029879923,negative,-0.023287916650909273,0.4625799992422776,75513.32548295001,34930.95404468488,-33018.34702990349,True,0.43725192631542403,0.437251926315424,0.43725192631542403,189.86549926782936,0.0025143310542018005,0.0025143310542018005,0.4397662573696258,0.022813741872651783,0.022813741872651783,0.04931847877128605,19.863520046745627,0.023287916650909273,1.0,False,True,1.0,False,False,False,1.0,False,True,True,negative_transferred_repaid,False,False,False,True
